destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
53,115780,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1485.5760925894,34.548281223,38593.3333333333,66841.2840416261,115775,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,64,40,17.2741406115,17.2741406115,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,32032191,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,2.3101760351,0.0624371901,32032191.0,0.0,32032191,32032191,32032191,32032191.0,0.0,32032191,32032191,0,0.0,0.0,0,0,1,64,0,0.0624371901,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,55.5,37.0,0.0,64,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,4599,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1087.192868,1149.75,1897.596616,3993,89,4599,1149.75,1897.596616,3993,89,0,0.0,0.0,0,0,0,160,0,1087.192868,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,160,5,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
80,81447355,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,143.1967926,0.159612304,6787279.583,22000000.0,76600000,1,80600000,11500000.0,28700000.0,76600000,1,861523,215380.75,430122.3192,860564,5,0,172,112,0.098222956,0.061389348,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,897.6153846,7.0,2321.4,172,8,56,5,11607,256,229,6,20,4029926.0,0.0,4029926,4029926,76600000.0,0.0,76600000,76600000,ddos,1
80,98760334,7,8,372,11595,348,0,53.14285714,130.0505396,4344,0,1449.375,1729.380148,121.1721297,0.15188284,7054309.571,26400000.0,98700000,0,98800000,16500000.0,40300000.0,98700000,0,98800000,14100000.0,37300000.0,98800000,47,0,184,264,0.070878659,0.081004181,0,4344,748.3125,1388.104978,1926835.429,1,0,0,0,0,0,0,1,798.2,53.14285714,1449.375,184,7,372,8,11595,0,235,4,20,14016.0,0.0,14016,14016,98700000.0,0.0,98700000,98700000,dos,1
443,10352112,7,6,581,3281,342,0,83.0,138.509927442,1460,0,546.8333333333,714.5769144512,373.0639699416,1.2557823949,862676.0,2868958.71447943,9971641,3,10352112,1725352.0,4040368.60465904,9971641,236,215142,43028.4,57652.5277399005,108149,3,0,152,132,0.6761905203,0.5795918746,0,1460,275.8571428571,514.7989685518,265017.978021978,0,0,0,1,0,0,0,0,297.0769230769,83.0,546.8333333333,152,7,581,6,3281,8192,4366,6,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,320,2,2,76,394,38,38,38.0,0.0,197,197,197.0,0.0,1468750.0,12500.0,106.6666666667,144.2440062302,271,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,40,40,6250.0,6250.0,38,197,101.6,87.0878866433,7584.3,0,0,0,0,0,0,0,1,127.0,38.0,197.0,40,2,76,2,394,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,100239715,7,6,308,11595,308,0,44.0,116.4130577,4344,0,1932.5,1754.831473,118.7453496,0.129689116,8353309.583,28900000.0,100000000,1,100000000,16700000.0,40900000.0,100000000,1,81428,16285.6,30426.86561,70044,48,0,232,200,0.069832601,0.059856515,0,4344,850.2142857,1461.802585,2136866.797,0,0,0,0,1,0,0,0,915.6153846,44.0,1932.5,232,7,308,6,11595,274,235,1,32,990.0,0.0,990,990,100000000.0,0.0,100000000,100000000,dos,1
5001,49,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,122448.9796,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,20408.16327,20408.16327,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
443,110,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,109090.909090909,18181.8181818182,110.0,0.0,110,110,110,110.0,0.0,110,110,0,0.0,0.0,0,0,0,40,0,18181.8181818182,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,40,2,12,0,0,16298,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,2116934,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.3371508,1.889525134,705644.6667,1221351.685,2115940,4,2116934,705644.6667,1221351.685,2115940,4,0,0.0,0.0,0,0,0,80,0,1.889525134,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,61489,3,6,309,11595,309,0,103.0,178.4012332,5792,0,1932.5,2181.008184,193595.6025,146.367643,7686.125,16943.07514,48115,4,13023,6511.5,9202.994757,13019,4,61392,12278.4,20796.40662,48115,46,0,104,200,48.78921433,97.57842866,0,5792,1190.4,1889.040921,3568475.6,0,0,0,1,0,0,0,2,1322.666667,103.0,1932.5,104,3,309,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
80,7974797,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.761851242,0.626975207,1993699.25,3986730.528,7973795,2,7974797,1993699.25,3986730.528,7973795,2,0,0.0,0.0,0,0,0,100,0,0.626975207,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,1002.0,0.0,1002,1002,7973795.0,0.0,7973795,7973795,ddos,1
48080,16,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,375000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,62500.0,62500.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
389,374,11,5,172,326,79,0,15.6363636364,31.4492375973,163,0,65.2,89.2787768733,1331550.80213904,42780.7486631016,24.9333333333,23.6687457169,57,1,374,37.4,35.9048124289,110,1,359,89.75,55.1324163567,165,48,0,368,176,29411.7647058824,13368.9839572193,0,163,29.2941176471,56.5295992223,3195.5955882353,0,0,0,1,0,0,0,0,31.125,15.6363636364,65.2,368,11,172,5,326,29200,2081,4,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,327021,16,11,974,7387,469,0,60.875,130.72509323,1581,0,671.5454545455,745.9320831867,25567.1654113956,82.563505096,12577.7307692308,24658.4567993339,93077,1,327021,21801.4,36276.808502324,125988,1,266022,26602.2,37778.1357189579,94824,2,0,524,360,48.9265215384,33.6369835576,0,1581,298.6071428571,555.9052236891,309030.617724868,0,0,0,1,0,0,0,0,309.6666666667,60.875,671.5454545455,524,16,974,11,7387,65535,357,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,153181,10,5,1140,943,901,0,114.0,280.1793076664,805,0,188.6,349.721031681,13598.2922163976,97.9233716975,10941.5,15362.857310109,36615,3,153181,17020.1111111111,20809.8321379849,53619,3,94369,23592.25,18180.6744718121,38564,4,0,332,168,65.2822477984,32.6411238992,0,901,130.1875,286.6301260626,82156.8291666667,0,0,0,1,0,0,0,0,138.8666666667,114.0,188.6,332,10,1140,5,943,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,65087,3,3,86,7,86,0,28.6666666667,49.6521231503,7,0,2.3333333333,4.0414518843,1428.8567609507,92.1843071581,13017.4,17594.8369216654,32360,4,32723,16361.5,22486.7027485134,32262,461,32866,16433.0,23234.1146162276,32862,4,0,108,104,46.0921535791,46.0921535791,0,86,13.2857142857,32.1699356839,1034.9047619048,0,0,0,1,0,0,0,1,15.5,28.6666666667,2.3333333333,108,3,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,265,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,1524528.30188679,15094.3396226415,88.3333333333,113.0324437201,216,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,80,80,7547.1698113208,7547.1698113208,30,172,86.8,77.7766031657,6049.2,0,0,0,0,0,0,0,1,108.5,30.0,172.0,80,2,60,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,30655,1,1,64,112,64,64,64.0,0.0,112,112,112.0,0.0,5741.314630566,65.242211711,30655.0,0.0,30655,30655,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,32.6211058555,32.6211058555,64,112,80.0,27.7128129211,768.0,0,0,0,0,0,0,0,1,120.0,64.0,112.0,20,1,64,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,44914049,1,4,6,89,6,6,6.0,0.0,46,6,22.25,19.7378654705,2.1151510967,0.1113237419,11228512.25,22437849.9298475,44885281,0,0,0.0,0.0,0,0,44885285,14961761.6666667,25914527.9133015,44885281,0,0,20,80,0.0222647484,0.0890589935,6,46,16.8333333333,17.4403746137,304.1666666667,0,0,0,0,1,0,0,4,20.2,6.0,22.25,20,1,6,4,89,251,8192,0,20,28764.0,0.0,28764,28764,44885281.0,0.0,44885281,44885281,benign,0
80,98311406,7,5,363,11595,357,0,51.85714286,134.5739308,8688,0,2319.0,3774.237539,121.6339028,0.122061117,8937400.545,29600000.0,98300000,1,98300000,16400000.0,40100000.0,98300000,1,58164,14541.0,22090.30006,46784,192,0,220,168,0.071202318,0.050858799,0,8688,919.8461538,2466.378007,6083020.474,0,0,0,0,1,0,0,0,996.5,51.85714286,2319.0,220,7,363,5,11595,251,235,2,20,1017.0,0.0,1017,1017,98300000.0,0.0,98300000,98300000,dos,1
53,30709,2,2,104,212,52,52,52.0,0.0,106,106,106.0,0.0,10290.1429548341,130.2549741118,10236.3333333333,17724.6532641215,30703,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,40,65.1274870559,65.1274870559,52,106,73.6,29.5770181053,874.8,0,0,0,0,0,0,0,1,92.0,52.0,106.0,40,2,104,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1257265,7,5,868,3547,434,0,124.0,211.7703158298,1774,0,709.4,971.3860200765,3511.5906352281,9.5445272079,114296.818181818,164230.156122935,514242,15,1257265,209544.166666667,179303.337680498,514242,39818,988538,247134.5,268796.175347914,590608,191,0,232,168,5.5676408713,3.9768863366,0,1774,339.6153846154,656.2465921767,430659.58974359,0,0,0,1,0,0,0,0,367.9166666667,124.0,709.4,232,7,868,5,3547,29200,972,2,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,7882802,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.805753335,0.634292222,1970700.5,3939401.75,7879803,1,7882802,1970700.5,3939401.75,7879803,1,0,0.0,0.0,0,0,0,100,0,0.634292222,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,2999.0,0.0,2999,2999,7879803.0,0.0,7879803,7879803,ddos,1
80,577553,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20141.87443,12.1200998,96258.83333,235383.893,576734,5,724,362.0,435.5777772,670,54,577464,192488.0,332766.992,576734,5,0,72,92,5.194328486,6.925771314,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,84585313,7,8,648,11595,315,0,92.57142857,151.9713319,5792,0,1449.375,1895.881019,144.7414399,0.177335751,6041808.071,22500000.0,84200000,47,84400000,14100000.0,34400000.0,84200000,48,84600000,12100000.0,31800000.0,84200000,47,0,196,264,0.082756684,0.094579067,0,5792,765.5625,1478.451351,2185818.396,1,0,0,0,0,0,0,1,816.6,92.57142857,1449.375,196,7,648,8,11595,0,235,4,20,10028.0,0.0,10028,10028,84200000.0,0.0,84200000,84200000,dos,1
80,1019717,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,11402.18315,7.845313945,145673.8571,379171.2762,1005482,35,13795,6897.5,9258.149086,13444,351,1019576,254894.0,500432.3858,1005482,192,0,72,112,2.941992729,4.903321216,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,85621134,8,5,358,11595,358,0,44.75,126.5721138,10136,0,2319.0,4414.366206,139.6033834,0.151831673,7135094.5,24700000.0,85500000,17,85500000,12200000.0,32300000.0,85500000,17,144617,36154.25,64355.08047,132331,190,0,264,168,0.093434876,0.058396797,0,10136,853.7857143,2699.831681,7289091.104,0,0,0,0,1,0,0,0,919.4615385,44.75,2319.0,264,8,358,5,11595,274,235,1,32,965.0,0.0,965,965,85500000.0,0.0,85500000,85500000,dos,1
80,3830,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3133.1592689295,522.1932114883,3830.0,0.0,3830,3830,3830,3830.0,0.0,3830,3830,0,0.0,0.0,0,0,0,40,0,522.1932114883,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,40,2,12,0,0,63586,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,6181721,12,10,767,6628,461,0,63.9166666667,138.7518768642,1448,0,662.8,659.7903370684,1196.2688060493,3.5588794771,294367.666666667,1292192.97383291,5933222,9,6181721,561974.636363636,1781729.95543484,5933278,124,6130884,681209.333333333,1983714.66251891,5970688,48,0,392,328,1.9412069875,1.6176724896,0,1448,321.5217391304,530.6124993872,281549.624505929,0,0,0,1,0,0,0,0,336.1363636364,63.9166666667,662.8,392,12,767,10,6628,29200,114,3,32,248319.0,0.0,248319,248319,5933222.0,0.0,5933222,5933222,benign,0
443,363364,15,11,974,7387,469,0,64.9333333333,134.2659762596,1581,0,671.5454545455,745.9320831867,23009.9844783743,71.5535936416,14534.56,26152.0214261409,92069,1,363364,25954.5714285714,33803.8418906998,105515,1,301463,30146.3,48253.2309754141,116979,2,0,492,360,41.2809194086,30.272674233,0,1581,309.6666666667,563.347071597,317359.923076923,0,0,0,1,0,0,0,0,321.5769230769,64.9333333333,671.5454545455,492,15,974,11,7387,65535,357,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,100584609,6,5,388,11595,388,0,64.66666667,158.4003367,7240,0,2319.0,3331.638186,119.1335346,0.109360668,10100000.0,31800000.0,101000000,1,101000000,20100000.0,44900000.0,101000000,1,76287,19071.75,30516.6297,64066,51,0,200,168,0.059651273,0.049709394,0,7240,998.5833333,2325.209217,5406597.902,0,0,0,0,1,0,0,0,1089.363636,64.66666667,2319.0,200,6,388,5,11595,251,235,1,32,4.0,0.0,4,4,101000000.0,0.0,101000000,101000000,dos,1
9999,26,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,230769.2308,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,38461.53846,38461.53846,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,113179,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,102731.072,61.84892957,18863.16667,36646.50045,91704,34,21237,10618.5,14697.21445,21011,226,113145,37715.0,47930.99147,91704,172,0,72,92,26.5066841,35.34224547,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,1,1661.0,8.666666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,86423482,8,6,331,11595,325,0,41.375,114.6210371,5792,0,1932.5,2534.051598,137.9949028,0.16199301,6647960.154,23700000.0,85400000,1,86400000,12300000.0,32200000.0,85400000,1,4867,973.4,1695.345039,3991,43,0,260,200,0.092567434,0.069425576,0,5792,795.0666667,1795.592241,3224151.495,0,0,0,0,1,0,0,0,851.8571429,41.375,1932.5,260,8,331,6,11595,251,235,2,20,3.0,0.0,3,3,85400000.0,0.0,85400000,85400000,dos,1
53,230669,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,407.5103286527,8.6704325245,230669.0,0.0,230669,230669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,40,4.3352162623,4.3352162623,39,55,44.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,1,66.5,39.0,55.0,20,1,39,1,55,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,98486185,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,118.3617784,0.142151917,7575860.385,26500000.0,95600000,1,97700000,14000000.0,36000000.0,95600000,1,787924,157584.8,348107.3118,780274,10,0,172,132,0.081229667,0.06092225,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,833.0714286,7.0,1933.5,172,8,56,6,11601,256,229,6,20,2058132.0,0.0,2058132,2058132,95600000.0,0.0,95600000,95600000,ddos,1
80,9433235,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.544196132,0.424032689,3144411.667,5445409.568,9432229,3,9433235,3144411.667,5445409.568,9432229,3,0,0.0,0.0,0,0,0,80,0,0.424032689,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,1006.0,0.0,1006,1006,9432229.0,0.0,9432229,9432229,ddos,1
443,2053062,8,7,1166,436,965,0,145.75,334.7257939611,261,0,62.2857142857,101.1413438143,780.2979159908,7.3061602621,146647.285714286,481688.420964365,1816552,3,236507,33786.7142857143,41095.2863749372,77879,3,1975699,329283.166666667,729608.158551812,1816610,3,0,268,232,3.8966188064,3.4095414556,0,965,100.125,242.5376603059,58824.5166666667,0,0,0,1,0,0,0,0,106.8,145.75,62.2857142857,268,8,1166,7,436,65535,69,4,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,85152111,6,7,339,11595,339,0,56.5,138.3961705,4344,0,1656.428571,1757.579003,140.1491972,0.152667971,7096009.25,24500000.0,85000000,1,85000000,17000000.0,38000000.0,85000000,1,148406,24734.33333,53892.31455,134152,1,0,200,232,0.07046214,0.08220583,0,4344,852.4285714,1459.263023,2129448.571,0,0,0,0,1,0,0,1,918.0,56.5,1656.428571,200,6,339,7,11595,274,235,1,32,2.0,0.0,2,2,85000000.0,0.0,85000000,85000000,dos,1
80,98318784,8,6,358,11595,358,0,44.75,126.5721138,5792,0,1932.5,2179.547086,121.5739202,0.14239395,7562983.385,27300000.0,98300000,1,98300000,14000000.0,37200000.0,98300000,1,21484,4296.8,5856.368004,12229,31,0,264,200,0.081367971,0.061025979,0,5792,796.8666667,1620.464698,2625905.838,0,0,0,0,1,0,0,0,853.7857143,44.75,1932.5,264,8,358,6,11595,274,235,1,32,1010.0,0.0,1010,1010,98300000.0,0.0,98300000,98300000,dos,1
80,85905971,9,5,309,11595,309,0,34.33333333,103.0,10136,0,2319.0,4414.366206,138.5701117,0.162968881,6608151.615,23800000.0,85800000,1,85800000,10700000.0,30300000.0,85800000,1,139308,34827.0,60474.41163,125001,44,0,296,168,0.104765709,0.058203172,0,10136,793.6,2611.564769,6820270.543,0,0,0,0,1,0,0,0,850.2857143,34.33333333,2319.0,296,9,309,5,11595,251,235,1,32,997.0,0.0,997,997,85800000.0,0.0,85800000,85800000,dos,1
3369,19,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,315789.4737,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,52631.57895,52631.57895,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
900,32,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,187500.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,31250.0,31250.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,449962,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,25853.29428,17.77927914,64280.28571,169614.3077,448929,3,788,394.0,492.1463197,742,46,449915,112478.75,224300.4522,448929,3,0,72,112,6.667229677,11.11204946,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,994966,4,4,349,11595,349,0,87.25,174.5,11595,0,2898.75,5797.5,12004.4303,8.040475755,142138.0,375273.8941,993179,4,994367,331455.6667,573069.2172,993179,576,1724,574.6666667,595.3732723,1192,4,0,144,136,4.020237877,4.020237877,0,11595,1327.111111,3852.187867,14800000.0,0,0,0,1,0,0,0,1,1493.0,87.25,2898.75,144,4,349,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
443,117075394,316,575,8639,1057917,1617,0,27.3386075949,201.998088699,4344,0,1839.8556521739,782.6919964823,9109.9928307737,7.6104804738,131545.386516854,1121238.8743886,10028637,0,117075394,371667.917460317,1866939.23633062,10051900,0,111778594,194736.226480836,1378353.72905981,10051756,1,0,11680,18408,2.6991154093,4.9113650645,0,4344,1195.6905829597,1078.2353931141,1162591.56296397,0,0,0,1,0,0,0,1,1197.0325476992,27.3386075949,1839.8556521739,11680,316,8639,575,1057917,29200,1844,8,32,129293.666666667,367769.308484973,1297118,22928,9626988.83333333,1372274.08285085,10028637,5269483,benign,0
80,1762952,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,17.01691254,2.83615209,440738.0,880398.0764,1761335,217,1762952,440738.0,880398.0764,1761335,217,0,0.0,0.0,0,0,0,100,0,2.83615209,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,97859707,6,7,379,11595,361,0,63.16666667,145.9375437,5792,0,1656.428571,2120.732252,122.3588376,0.132843234,8154975.583,28200000.0,97800000,1,97900000,19600000.0,43800000.0,97800000,1,97900000,16300000.0,39900000.0,97800000,47,0,164,232,0.061312262,0.071530972,0,5792,855.7142857,1665.725272,2774640.681,1,0,0,0,0,0,0,1,921.5384615,63.16666667,1656.428571,164,6,379,7,11595,0,235,3,20,10997.0,0.0,10997,10997,97800000.0,0.0,97800000,97800000,dos,1
80,10483729,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.861577212,0.476929535,2620932.25,5239868.563,10500000,3,10500000,2620932.25,5239868.563,10500000,3,0,0.0,0.0,0,0,0,100,0,0.476929535,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,2994.0,0.0,2994,2994,10500000.0,0.0,10500000,10500000,ddos,1
53,182,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1593406.59340659,21978.021978022,60.6666666667,99.8815965698,176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,10989.010989011,10989.010989011,43,102,66.6,32.3156308928,1044.3,0,0,0,0,0,0,0,1,83.25,43.0,102.0,64,2,86,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,98834846,5,8,314,11595,302,0,62.8,133.750514,5792,0,1449.375,1895.881019,120.49394,0.131532557,8236237.167,28500000.0,98800000,26,98800000,24700000.0,49400000.0,98800000,191,98800000,14100000.0,37400000.0,98800000,46,0,144,264,0.050589445,0.080943112,0,5792,851.0714286,1566.889445,2455142.533,1,0,0,0,0,0,0,1,916.5384615,62.8,1449.375,144,5,314,8,11595,0,235,2,20,13995.0,0.0,13995,13995,98800000.0,0.0,98800000,98800000,dos,1
1059,30,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,200000.0,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,33333.33333,33333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
6156,60,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,133333.3333,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,16666.66667,16666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,115437629,16,14,522,985,438,0,32.625,108.1103602806,979,0,70.3571428571,261.530291566,13.0546686817,0.2598805975,3980607.89655172,4872968.47854945,10014682,139,115437629,7695841.93333333,4146578.14128926,10039421,205,110327945,8486765.0,3758736.57285732,10045422,12629,0,332,424,0.1386029853,0.1212776122,0,979,48.6129032258,189.522677169,35918.8451612903,0,0,0,1,0,0,0,0,50.2333333333,32.625,70.3571428571,332,16,522,14,985,8192,119,15,20,36700.8181818182,47523.285229071,179969,21957,9993086.90909091,31095.6900179255,10014682,9900542,benign,0
80,63083999,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110963162,10500000.0,11900000.0,32000000,996282,63100000,10500000.0,11900000.0,32000000,996282,0,0.0,0.0,0,0,0,280,0,0.110963162,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7004253.0,0.0,7004253,7004253,18700000.0,12200000.0,32000000,8015913,dos,1
